topicid,type,qsid,qcount,qid,options,key,uid,ans,correct,mid,topicname,userid,user,name,group
OOPUY-PRE,pre,1,20,19,"75,74,73,76",73,456,73,1,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-PRE,pre,1,20,20,"78,77,80,79",78,456,79,0,17,OOP-Concept Yarsi University,456,1402020113,538f05a321730,41
OOPUY-PRE,pre,1,20,1,"3,2,1,4",3,458,3,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,2,"7,6,5,8",7,458,7,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,3,"11,10,9,12",11,458,11,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,4,"14,13,16,15",15,458,14,0,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,5,"18,17,20,19",19,458,19,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,6,"21,24,23,22",21,458,22,0,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,7,"25,28,27,26",25,458,25,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,8,"32,31,30,29",30,458,30,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,9,"35,34,33,36",35,458,35,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,10,"39,38,37,40",40,458,37,0,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,11,"43,42,41,44",42,458,44,0,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,12,"46,45,48,47",46,458,46,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,13,"50,49,52,51",51,458,49,0,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,14,"53,56,55,54",55,458,54,0,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,15,"57,60,59,58",57,458,57,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,16,"64,63,62,61",61,458,61,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,17,"67,66,65,68",67,458,67,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,18,"71,70,69,72",70,458,70,1,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,19,"75,74,73,76",73,458,74,0,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,20,"78,77,80,79",78,458,80,0,17,OOP-Concept Yarsi University,458,1402020107,53ca05a620983,41
OOPUY-PRE,pre,1,20,1,"3,2,1,4",3,459,1,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,2,"7,6,5,8",7,459,7,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,3,"11,10,9,12",11,459,12,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,4,"14,13,16,15",15,459,15,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,5,"18,17,20,19",19,459,19,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,6,"21,24,23,22",21,459,22,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,7,"25,28,27,26",25,459,25,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,8,"32,31,30,29",30,459,32,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,9,"35,34,33,36",35,459,35,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,10,"39,38,37,40",40,459,39,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,11,"43,42,41,44",42,459,41,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,12,"46,45,48,47",46,459,45,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,13,"50,49,52,51",51,459,51,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,14,"53,56,55,54",55,459,54,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,15,"57,60,59,58",57,459,60,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,16,"64,63,62,61",61,459,61,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,17,"67,66,65,68",67,459,65,0,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,18,"71,70,69,72",70,459,70,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,19,"75,74,73,76",73,459,73,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,20,"78,77,80,79",78,459,78,1,17,OOP-Concept Yarsi University,459,1402019006,545705ac21964,41
OOPUY-PRE,pre,1,20,1,"3,2,1,4",3,461,4,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,2,"7,6,5,8",7,461,8,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,3,"11,10,9,12",11,461,12,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,4,"14,13,16,15",15,461,14,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,5,"18,17,20,19",19,461,17,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,6,"21,24,23,22",21,461,21,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,7,"25,28,27,26",25,461,28,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,8,"32,31,30,29",30,461,30,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,9,"35,34,33,36",35,461,35,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,10,"39,38,37,40",40,461,39,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,11,"43,42,41,44",42,461,41,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,12,"46,45,48,47",46,461,47,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,13,"50,49,52,51",51,461,51,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,14,"53,56,55,54",55,461,54,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,15,"57,60,59,58",57,461,59,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,16,"64,63,62,61",61,461,64,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,17,"67,66,65,68",67,461,67,1,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,18,"71,70,69,72",70,461,69,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,19,"75,74,73,76",73,461,76,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,20,"78,77,80,79",78,461,77,0,17,OOP-Concept Yarsi University,461,1402020074,540b05a920637,41
OOPUY-PRE,pre,1,20,1,"3,2,1,4",3,462,1,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,2,"7,6,5,8",7,462,8,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,3,"11,10,9,12",11,462,11,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,4,"14,13,16,15",15,462,15,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,5,"18,17,20,19",19,462,17,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,6,"21,24,23,22",21,462,24,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,7,"25,28,27,26",25,462,25,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,8,"32,31,30,29",30,462,30,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,9,"35,34,33,36",35,462,35,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,10,"39,38,37,40",40,462,40,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,11,"43,42,41,44",42,462,41,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,12,"46,45,48,47",46,462,45,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,13,"50,49,52,51",51,462,51,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,14,"53,56,55,54",55,462,53,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,15,"57,60,59,58",57,462,60,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,16,"64,63,62,61",61,462,61,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,17,"67,66,65,68",67,462,67,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,18,"71,70,69,72",70,462,70,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,19,"75,74,73,76",73,462,73,1,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,20,"78,77,80,79",78,462,80,0,17,OOP-Concept Yarsi University,462,1402019074,54c205b121360,41
OOPUY-PRE,pre,1,20,1,"3,2,1,4",3,464,3,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,2,"7,6,5,8",7,464,7,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,3,"11,10,9,12",11,464,12,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,4,"14,13,16,15",15,464,14,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,5,"18,17,20,19",19,464,19,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,6,"21,24,23,22",21,464,24,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,7,"25,28,27,26",25,464,25,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,8,"32,31,30,29",30,464,29,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,9,"35,34,33,36",35,464,35,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,10,"39,38,37,40",40,464,38,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,11,"43,42,41,44",42,464,41,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,12,"46,45,48,47",46,464,46,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,13,"50,49,52,51",51,464,49,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,14,"53,56,55,54",55,464,53,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,15,"57,60,59,58",57,464,60,0,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,16,"64,63,62,61",61,464,61,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,17,"67,66,65,68",67,464,67,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,18,"71,70,69,72",70,464,70,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,19,"75,74,73,76",73,464,73,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,20,"78,77,80,79",78,464,78,1,17,OOP-Concept Yarsi University,464,1402020081,53e405a721040,41
OOPUY-PRE,pre,1,20,1,"3,2,1,4",3,465,3,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,2,"7,6,5,8",7,465,7,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,3,"11,10,9,12",11,465,12,0,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,4,"14,13,16,15",15,465,15,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,5,"18,17,20,19",19,465,19,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,6,"21,24,23,22",21,465,21,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,7,"25,28,27,26",25,465,25,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,8,"32,31,30,29",30,465,31,0,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,9,"35,34,33,36",35,465,35,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,10,"39,38,37,40",40,465,40,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,11,"43,42,41,44",42,465,42,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,12,"46,45,48,47",46,465,47,0,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,13,"50,49,52,51",51,465,51,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,14,"53,56,55,54",55,465,54,0,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,15,"57,60,59,58",57,465,57,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,16,"64,63,62,61",61,465,61,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,17,"67,66,65,68",67,465,67,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,18,"71,70,69,72",70,465,70,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,19,"75,74,73,76",73,465,74,0,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,20,"78,77,80,79",78,465,78,1,17,OOP-Concept Yarsi University,465,1402020087,545c05ad21251,41
OOPUY-PRE,pre,1,20,1,"3,2,1,4",3,467,1,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,2,"7,6,5,8",7,467,6,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,3,"11,10,9,12",11,467,11,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,4,"14,13,16,15",15,467,15,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,5,"18,17,20,19",19,467,17,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,6,"21,24,23,22",21,467,21,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,7,"25,28,27,26",25,467,25,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,8,"32,31,30,29",30,467,30,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,9,"35,34,33,36",35,467,35,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,10,"39,38,37,40",40,467,37,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,11,"43,42,41,44",42,467,42,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,12,"46,45,48,47",46,467,47,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,13,"50,49,52,51",51,467,51,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,14,"53,56,55,54",55,467,53,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,15,"57,60,59,58",57,467,57,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,16,"64,63,62,61",61,467,61,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,17,"67,66,65,68",67,467,67,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,18,"71,70,69,72",70,467,69,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,19,"75,74,73,76",73,467,73,1,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,20,"78,77,80,79",78,467,77,0,17,OOP-Concept Yarsi University,467,1402019005,544305ab22025,41
OOPUY-PRE,pre,1,20,1,"3,2,1,4",3,468,3,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,2,"7,6,5,8",7,468,5,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,3,"11,10,9,12",11,468,10,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,4,"14,13,16,15",15,468,14,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,5,"18,17,20,19",19,468,17,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,6,"21,24,23,22",21,468,23,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,7,"25,28,27,26",25,468,25,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,8,"32,31,30,29",30,468,31,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,9,"35,34,33,36",35,468,35,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,10,"39,38,37,40",40,468,37,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,11,"43,42,41,44",42,468,41,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,12,"46,45,48,47",46,468,47,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,13,"50,49,52,51",51,468,51,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,14,"53,56,55,54",55,468,55,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,15,"57,60,59,58",57,468,58,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,16,"64,63,62,61",61,468,61,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,17,"67,66,65,68",67,468,67,1,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,18,"71,70,69,72",70,468,69,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,19,"75,74,73,76",73,468,74,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,20,"78,77,80,79",78,468,79,0,17,OOP-Concept Yarsi University,468,1402020019,53f105a821336,41
OOPUY-PRE,pre,1,20,1,"3,2,1,4",3,469,3,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,2,"7,6,5,8",7,469,7,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,3,"11,10,9,12",11,469,11,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,4,"14,13,16,15",15,469,15,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,5,"18,17,20,19",19,469,19,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,6,"21,24,23,22",21,469,21,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,7,"25,28,27,26",25,469,25,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,8,"32,31,30,29",30,469,30,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,9,"35,34,33,36",35,469,35,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,10,"39,38,37,40",40,469,40,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,11,"43,42,41,44",42,469,42,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,12,"46,45,48,47",46,469,46,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,13,"50,49,52,51",51,469,49,0,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,14,"53,56,55,54",55,469,54,0,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,15,"57,60,59,58",57,469,57,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,16,"64,63,62,61",61,469,61,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,17,"67,66,65,68",67,469,67,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,18,"71,70,69,72",70,469,70,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,19,"75,74,73,76",73,469,73,1,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,20,"78,77,80,79",78,469,79,0,17,OOP-Concept Yarsi University,469,1402020117,53df05a721015,41
OOPUY-PRE,pre,1,20,1,"3,2,1,4",3,470,3,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,2,"7,6,5,8",7,470,6,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,3,"11,10,9,12",11,470,12,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,4,"14,13,16,15",15,470,14,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,5,"18,17,20,19",19,470,19,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,6,"21,24,23,22",21,470,24,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,7,"25,28,27,26",25,470,28,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,8,"32,31,30,29",30,470,30,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,9,"35,34,33,36",35,470,35,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,10,"39,38,37,40",40,470,39,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,11,"43,42,41,44",42,470,42,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,12,"46,45,48,47",46,470,46,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,13,"50,49,52,51",51,470,49,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,14,"53,56,55,54",55,470,53,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,15,"57,60,59,58",57,470,59,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,16,"64,63,62,61",61,470,61,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,17,"67,66,65,68",67,470,66,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,18,"71,70,69,72",70,470,69,0,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,19,"75,74,73,76",73,470,73,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,20,"78,77,80,79",78,470,78,1,17,OOP-Concept Yarsi University,470,1402020039,541b05aa21979,41
OOPUY-PRE,pre,1,20,1,"3,2,1,4",3,471,3,1,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
OOPUY-PRE,pre,1,20,2,"7,6,5,8",7,471,8,0,17,OOP-Concept Yarsi University,471,1402019098,553c05b719493,41
